-1.358005891626325e+001+ 0.000000000000000e+000i
-8.967818009441817e-001+ 0.000000000000000e+000i
-7.028212107240175e-001+ 0.000000000000000e+000i
-1.459700024357269e-002+-7.606015431586090e-004i
-1.459700024357269e-002+ 7.606015431586090e-004i
-9.707166928461504e-003+ 0.000000000000000e+000i
-8.433535811681134e-004+ 0.000000000000000e+000i
